GeneID,Chromosome,Peak_Start,Peak_End,Strand,,
Bid,chr6,120863853,120865758,+,,
Tnfrsf10b,chr14,70174062,70175049,+,,
Pik3ap1,chr19,41424201,41424561,+,,
Syk,chr13,52695036,52696521,+,,
Cnot2,chr10,116001843,116003351,+,,
Kcnj1,chr9,32202482,32202745,+,,
Hip1r,chr5,124422995,124423552,+,,
Gm4485,chr6,122770314,122771205,+,,
Foxj2,chr6,122770314,122771205,+,,
Fosb,chr7,19906910,19907147,+,,
Selplg,chr5,114264437,114264657,+,,
Slc17a5,chr9,78435404,78436515,+,,
Alg9,chr9,50582081,50582290,+,,
1110032A03Rik,chr9,50582081,50582290,+,,
A930024E05Rik,chr5,123439496,123440785,+,,
Kdm2b,chr5,123439496,123440785,+,,
Smarce1,chr11,99048221,99048409,+,,
Slc16a6,chr11,109335094,109335285,+,,
Arsg,chr11,109335094,109335285,+,,
Hist2h4,chr3,96066775,96067618,+,,
Ftl1,chr7,52715106,52715677,+,,
AC151602.1,chr7,52715106,52715677,+,,
Mdm1,chr10,117520210,117520328,+,,
Adssl1,chr12,113856356,113856483,+,,
Tnfrsf1b,chr4,144823029,144824236,+,,
Tra2b,chr16,22265468,22265595,+,,
Ctsh,chr9,89954560,89955114,+,,
Zbtb25,chr12,77469603,77472922,+,,
Zbtb1,chr12,77469603,77472922,+,,
Sumo2,chr11,115396801,115398666,+,,
H2-Ab1,chr17,34401114,34402299,+,,
Ap3m2,chr8,23915839,23920442,+,,
1700041G16Rik,chr8,23915839,23920442,+,,
Irf1,chr11,53576277,53577938,+,,
U3,chr11,87262240,87263034,+,,
Tex14,chr11,87262240,87263034,+,,
Rplp1,chr9,61550156,61550596,+,,
Acap1,chr11,69708235,69708481,+,,
Fam3c,chr6,22306035,22306206,+,,
Irf5,chr6,29473476,29474872,+,,
Fam43a,chr16,30607914,30608404,+,,
Sema4b,chr7,87348382,87350044,+,,
C130039O16Rik,chr12,85516359,85517080,+,,
Fam107b,chr2,3643193,3645753,+,,
C330006A16Rik,chr2,25995632,25996256,+,,
Ryr1,chr7,29791670,29793555,+,,
Ankrd33b,chr15,31266554,31266744,+,,
Mef2c,chr13,83053679,83055251,+,,
Arf6,chr12,70523357,70524140,+,,
D8Ertd82e,chr8,37227784,37228668,+,,
Dgke,chr11,88888885,88890611,+,,
Siah2,chr3,58496049,58496161,+,,
Ppp3ca,chr3,136333617,136335194,+,,
4930593A02Rik,chr3,58496049,58496161,+,,
N4bp3,chr11,51457707,51458470,+,,
Btg2,chr1,135959346,135962716,+,,
Sav1,chr12,71087659,71088493,+,,
Marcks,chr10,36856259,36860585,+,,
H2-Eb2,chr17,34462328,34465202,+,,
5930403N24Rik,chr10,36856259,36860585,+,,
2210414B05Rik,chr4,3583090,3583913,+,,
Arap1,chr7,108509307,108511902,+,,
Gm8214,chr1,185627181,185627563,+,,
Eed,chr7,97171756,97171958,+,,
Smchd1,chr17,71828895,71829127,+,,
Tcof1,chr18,60989861,60991380,+,,
Spty2d1,chr7,54263569,54263967,+,,
Sipa1l2,chr8,128082744,128083002,+,,
Slc9a7,chrX,19884054,19884674,+,,
Gm16953,chr11,51751600,51753220,+,,
SNORD102,chr5,147644261,147644962,+,,
SNORA27,chr5,147644261,147644962,+,,
Rpl21,chr5,147644261,147644962,+,,
Fli1,chr9,32347485,32349881,+,,
Rftn1,chr17,50234020,50234145,+,,
Gm16983,chr8,129107463,129111456,+,,
Arhgap25,chr6,87451835,87454539,+,,
Fam113b,chr15,97299018,97300896,+,,
Grb2,chr11,115578166,115579780,+,,
Ncf1,chr5,134705382,134705677,+,,
Calm1,chr12,101437529,101438284,+,,
Pld3,chr7,28330004,28330392,+,,
Gm14465,chr2,78972488,78972714,+,,
Rpia,chr6,70763958,70764765,+,,
Mnd1,chr3,83874027,83876145,+,,
Sim2,chr16,94078495,94080559,+,,
Hint3,chr10,30338053,30338323,+,,
Slc25a11,chr11,70460150,70460692,+,,
Rnf167,chr11,70460150,70460692,+,,
Klhl21,chr4,151382859,151383059,+,,
Rapgef1,chr2,29554090,29554388,+,,
D030054H15Rik,chr17,8081711,8082474,+,,
Ino80c,chr18,24279496,24280525,+,,
Nuak2,chr1,134212366,134214230,+,,
Gm9833,chr3,10087527,10087946,+,,
Amdhd2,chr17,24300600,24300765,+,,
Abi1,chr2,22894788,22896412,+,,
1500016L03Rik,chr11,84335027,84338139,+,,
Ubash3b,chr9,40879900,40881141,+,,
Lhx1,chr11,84335027,84338139,+,,
Itpkb,chr1,182331978,182332200,+,,
Gm16553,chr8,3711698,3712065,+,,
Clec4g,chr8,3711698,3712065,+,,
Arap1,chr7,108502274,108503530,+,,
Pcgf5,chr19,36423600,36424034,+,,
Socs3,chr11,117813522,117813899,+,,
Ccr6,chr17,8417510,8420383,+,,
Vamp4,chr1,164500438,164502191,+,,
Ppdpf,chr2,180921240,180922169,+,,
Gm17315,chr17,79755020,79755079,+,,
Fam160b1,chr19,57433947,57435554,+,,
Cdc42ep3,chr17,79755020,79755079,+,,
Bhlhe41,chr6,145811085,145814057,+,,
B230217O12Rik,chr19,57433947,57435554,+,,
Fam111a,chr19,12650867,12651469,+,,
Gm15322,chr13,112730179,112732552,+,,
Zfp36l2,chr17,84579935,84583167,+,,
Cdk12,chr11,98063551,98065150,+,,
Nr4a1,chr15,101097153,101097644,+,,
Srebf2,chr15,81995340,81998285,+,,
Setd8,chr5,124889623,124890980,+,,
Rrad,chr8,107154360,107156377,+,,
Pin1,chr9,20455691,20456681,+,,
Mtmr6,chr14,60883811,60884112,+,,
Mpzl3,chr9,44862664,44864228,+,,
Id3,chr4,135699027,135701185,+,,
Ddx6,chr9,44412901,44414959,+,,
Ptger2,chr14,45609512,45609711,+,,
Notch1,chr2,26338789,26339401,+,,
Gm17173,chr14,45609512,45609711,+,,
Cbx7,chr15,79761866,79765646,+,,
Blnk,chr19,41043842,41045394,+,,
Gm15418,chr8,11180961,11182034,+,,
Zufsp,chr10,33670488,33671263,+,,
Smarcc2,chr10,127894784,127896138,+,,
Gm10567,chr1,9955437,9957576,+,,
Elf2,chr3,51143286,51145307,+,,
Egr3,chr14,70477195,70478890,+,,
Irak3,chr10,119630431,119630526,+,,
Coq2,chr5,101085239,101085499,+,,
Mcl1,chr3,95472891,95473462,+,,
Foxo1,chr3,52271896,52272582,+,,
Igkc,chr6,70685517,70685804,+,,
Tmem108,chr9,103610949,103611657,+,,
Slc35c1,chr2,92299270,92300076,+,,
Rrm2b,chr15,37890148,37891438,+,,
Nfic,chr10,80892501,80893701,+,,
Cdkn2b,chr4,88952656,88956669,+,,
Cd27,chr6,125188556,125188712,+,,
Vamp1,chr6,125188556,125188712,+,,
Serhl,chr15,82930151,82930832,+,,
Mthfs,chr9,89097061,89097554,+,,
Itsn1,chr16,91870421,91870944,+,,
Bcl2a1b,chr9,89097061,89097554,+,,
Atp5o,chr16,91870421,91870944,+,,
Clic4,chr4,134759032,134759844,+,,
Nrbf2,chr10,66759702,66759803,+,,
Sash3,chrX,45499030,45501250,+,,
Rbm26,chr14,105576293,105576688,+,,
Herpud2,chr9,24955656,24956736,+,,
Slc16a1,chr3,104442140,104443509,+,,
Meis1,chr11,18915963,18920495,+,,
4732444A12Rik,chr11,120520378,120520451,+,,
Notum,chr11,120520378,120520451,+,,
D630008O14Rik,chr1,108465913,108466676,+,,
Bcl2,chr1,108465913,108466676,+,,
Emr1,chr17,57483495,57484048,+,,
Ikzf1,chr11,11666201,11666445,+,,
Tbx2,chr11,85646756,85649136,+,,
Ints6,chr14,63379282,63380734,+,,
4931440J10Rik,chr14,63379282,63380734,+,,
2610027K06Rik,chr11,85646756,85649136,+,,
Tnip1,chr11,54776075,54777195,+,,
Rps15a-ps5,chr5,106227647,106227711,+,,
Rnf139,chr15,58720883,58721415,+,,
Rab28,chr5,42099292,42099724,+,,
St6galnac6,chr2,32462785,32464416,+,,
Lrrc8d,chr5,106227647,106227711,+,,
Lhx1,chr11,84330068,84332066,+,,
AI118078,chr9,55235582,55236155,+,,
Gm13983,chr2,118316835,118317649,+,,
Gm12495,chr4,53358243,53358634,+,,
U6,chr18,38456321,38457313,+,,
Rnf14,chr18,38456321,38457313,+,,
Nfatc1,chr18,80911814,80913492,+,,
Zdhhc18,chr4,133166559,133168089,+,,
Mbnl1,chr3,60304803,60306466,+,,
Bcl3,chr7,20406984,20410052,+,,
Unc93b1,chr19,3943384,3943625,+,,
Ccnd2,chr6,127101404,127101996,+,,
9330179D12Rik,chr6,127101404,127101996,+,,
Gsx2,chr5,75479250,75481445,+,,
Mir3100,chr7,19671531,19671632,+,,
Mettl1,chr10,126478752,126479135,+,,
Fam119b,chr10,126478752,126479135,+,,
A930024E05Rik,chr5,123436106,123436504,+,,
4833407H14Rik,chr19,53534704,53536778,+,,
Pitx2,chr3,128917341,128918438,+,,
Kdm2b,chr5,123436106,123436504,+,,
Dmpk,chr7,19671531,19671632,+,,
Cabp4,chr19,4134780,4136079,+,,
5830416P10Rik,chr19,53534704,53536778,+,,
Wdfy4,chr14,34007035,34007775,+,,
Gpr132,chr12,114102451,114103610,+,,
Ubxn11,chr4,133657946,133659008,+,,
Nkx2-5,chr17,26979734,26982963,+,,
Mvp,chr7,134157540,134158277,+,,
H2-Q5,chr17,35531000,35531038,+,,
Sfpi1,chr2,90936748,90937148,+,,
Pxk,chr14,8944346,8945419,+,,
Gm20418,chr7,134157540,134158277,+,,
Dusp4,chr8,35878400,35879572,+,,
2900092E17Rik,chr7,134157540,134158277,+,,
Il7r,chr15,9463302,9463421,+,,
Mid1,chrX,166434842,166435341,+,,
Mib1,chr18,10918350,10918642,+,,
RP24-312B12.1,chr7,25914742,25914979,+,,
Pou2f2,chr7,25914742,25914979,+,,
Rpl9-ps1,chr11,83453806,83454017,+,,
Arfip1,chr3,84519045,84520018,+,,
Slc22a28,chr19,8094495,8094816,+,,
Foxn3,chr12,100630066,100633202,+,,
Gch1,chr14,47808967,47809361,+,,
Sema4d,chr13,51830068,51830258,+,,
Leng9,chr7,4100726,4102255,+,,
Snai1,chr2,167362942,167363604,+,,
Gm11474,chr2,167362942,167363604,+,,
Agpat4,chr17,12358145,12358617,+,,
Stk24,chr14,121765198,121765917,+,,
Junb,chr8,87504323,87506825,+,,
Susd3,chr13,49338047,49338469,+,,
Ppp1r1c,chr2,79553541,79554365,+,,
Tmem189,chr2,167482136,167482867,+,,
Gm20431,chr2,167482136,167482867,+,,
Hmha1,chr10,79494779,79496405,+,,
Pik3ap1,chr19,41438689,41441295,+,,
Snord96a,chr11,48613145,48613871,+,,
SNORD95,chr11,48613145,48613871,+,,
Gnb2l1,chr11,48613145,48613871,+,,
U6,chr7,125437925,125438611,+,,
Rap1b,chr10,117346474,117348187,+,,
Zhx2,chr15,57604164,57605127,+,,
Pde4b,chr4,102240764,102244142,+,,
Gm16953,chr11,51748733,51751329,+,,
Swap70,chr7,117431883,117431996,+,,
Gm15889,chr8,96902649,96903409,+,,
Gm15890,chr8,96902649,96903409,+,,
Bach2,chr4,32316197,32316387,+,,
Capg,chr6,72499062,72499274,+,,
Gm14616,chr2,174706301,174706437,+,,
Nek2,chr1,193637139,193637729,+,,
Foxk1,chr5,142916452,142917736,+,,
Gm17591,chr12,81076120,81076370,+,,
Psma6,chr12,56547582,56548457,+,,
U1,chr2,116797714,116798308,+,,
4930546C10Rik,chr18,68990998,68991861,+,,
Eya1,chr1,14495266,14495732,+,,
Gm17504,chr7,73269511,73269792,+,,
Chsy1,chr7,73269511,73269792,+,,
Tbc1d1,chr5,64550532,64552870,+,,
Gtdc1,chr2,44782871,44783048,+,,
Lpp,chr16,24910320,24911500,+,,
Gm10797,chr10,67028399,67029375,+,,
Zbtb38,chr9,96640269,96640995,+,,
4930578M01Rik,chr15,98815283,98816681,+,,
SNORA17,chr6,29196601,29196886,+,,
Gm11292,chr13,22118019,22118483,+,,
Asap1,chr15,63944097,63944972,+,,
Ppp1r16b,chr2,158494222,158495911,+,,
Sema7a,chr9,57822324,57822462,+,,
Cd82,chr2,93267092,93268472,+,,
Pold1,chr7,51801641,51802509,+,,
Lhx2,chr2,38211049,38211784,+,,
Meig1,chr2,3340985,3341302,+,,
Dclre1c,chr2,3340985,3341302,+,,
C430042M11Rik,chr17,84250118,84250498,+,,
Rhoh,chr5,66274157,66275541,+,,
Samsn1,chr16,75929356,75930752,+,,
D030054H15Rik,chr17,8067639,8068038,+,,
Ppp1r16b,chr2,158559301,158561279,+,,
Gm12057,chr11,22717809,22718831,+,,
Gm14005,chr2,128120311,128121585,+,,
Tagap,chr17,8118408,8120429,+,,
D030054H15Rik,chr17,8118408,8120429,+,,
H2-DMb2,chr17,34280696,34282896,+,,
Osbpl8,chr10,110600845,110603607,+,,
Dym,chr18,75437888,75439558,+,,
4833439L19Rik,chr13,54666608,54667513,+,,
Plekhf2,chr4,10943613,10944406,+,,
Cd84,chr1,173778800,173780122,+,,
Gm15487,chr6,37771158,37772137,+,,
Rapgef1,chr2,29479287,29480941,+,,
Hspb7,chr4,140981633,140981934,+,,
Gm6728,chr6,136446274,136446951,+,,
SNORA42,chr15,61371507,61373555,+,,
Tnfrsf13c,chr15,82059996,82060544,+,,
Mmrn1,chr6,61015821,61016319,+,,
Ccnd3,chr17,47644984,47645206,+,,
Pebp4,chr14,70465374,70466478,+,,
SNORA17,chr9,52037691,52037999,+,,
Cytip,chr2,57987435,57988128,+,,
5031425F14Rik,chr2,166272153,166272426,+,,
2210414B05Rik,chr4,3576031,3576718,+,,
Rbpj,chr5,53979425,53981821,+,,
Dennd4a,chr9,64637052,64637623,+,,
Nudt9,chr5,104474974,104475920,+,,
AL714024.1,chr5,104474974,104475920,+,,
Dusp4,chr8,35795108,35796531,+,,
Tec,chr5,73201869,73204736,+,,
Gm10621,chr9,108551013,108552678,+,,
Arih2,chr9,108551013,108552678,+,,
Trim34a,chr7,111445117,111445518,+,,
Gm12030,chr11,20033069,20033266,+,,
Pbrm1,chr14,31832529,31833334,+,,
Gnl3,chr14,31832529,31833334,+,,
Rel,chr11,23654254,23654550,+,,
Hoxa13,chr6,52212491,52213175,+,,
Gm15053,chr6,52212491,52213175,+,,
Lpp,chr16,24468069,24468369,+,,
Extl1,chr4,133918335,133918866,+,,
9530008L14Rik,chr13,41899170,41899935,+,,
Hist1h4h,chr13,23621428,23624238,+,,
Hist1h2af,chr13,23621428,23624238,+,,
Gm11335,chr13,23621428,23624238,+,,
Zmym6,chr4,126754366,126754689,+,,
Wwox,chr8,117921764,117922329,+,,
1700081L11Rik,chr11,104301010,104305356,+,,
Snrnp35,chr5,124929641,124930459,+,,
Rilpl2,chr5,124929641,124930459,+,,
Pmaip1,chr18,66597376,66597602,+,,
Kcnn4,chr7,25154482,25155522,+,,
Cd2ap,chr17,43012717,43013844,+,,
Man1a,chr10,53704661,53705286,+,,
Rnf31,chr14,56208244,56211094,+,,
Psme2,chr14,56208244,56211094,+,,
Mast4,chr13,103695784,103697299,+,,
Zfp706,chr15,36935976,36936395,+,,
Zfp62,chr11,49015779,49017323,+,,
Gm16631,chr15,36935976,36936395,+,,
Cr2,chr1,197027460,197029082,+,,
Pou2f1,chr1,167931387,167931976,+,,
Gm17444,chr1,167931387,167931976,+,,
Tex14,chr11,87276090,87276144,+,,
Trim25,chr11,88860247,88861215,+,,
Gm11496,chr11,88860247,88861215,+,,
Fam113b,chr15,97287877,97289916,+,,
Plekhg2,chr7,29157657,29158337,+,,
Arl6ip5,chr6,97159172,97161713,+,,
Cdk6,chr5,3355599,3356547,+,,
Gm11809,chr4,8573777,8577373,+,,
1700093J21Rik,chr16,96308602,96308998,+,,
Gm14321,chr2,167579374,167579857,+,,
2010002N04Rik,chr18,60658846,60660637,+,,
Zfp667,chr7,6237109,6238068,+,,
Srebf2,chr15,81994007,81994519,+,,
Ldlrap1,chr4,134328864,134329465,+,,
Mir28,chr16,24826470,24827235,+,,
Lpp,chr16,24826470,24827235,+,,
Smap2,chr4,120676543,120677612,+,,
Sh3gl1,chr17,56161670,56161872,+,,
Rplp1,chr9,61516897,61518102,+,,
1700023C21Rik,chr11,109737084,109737413,+,,
N4bp3,chr11,51463969,51464898,+,,
D930048N14Rik,chr11,51463969,51464898,+,,
Dyrk1a,chr16,94823061,94823584,+,,
Prkcd,chr14,31438908,31440407,+,,
Map3k7,chr4,32050936,32051105,+,,
Pde4b,chr4,102193635,102193742,+,,
Gm13686,chr2,83540793,83541199,+,,
A1cf,chr19,31984984,31985207,+,,
B4galt5,chr2,167188564,167189106,+,,
SNORA17,chr2,46157947,46158535,+,,
Ubash3b,chr9,40913377,40913631,+,,
Pax5,chr4,44723122,44724195,+,,
Mef2a,chr7,74517617,74518241,+,,
Dgkq,chr5,109097513,109098394,+,,
Idua,chr5,109097513,109098394,+,,
U6,chr7,80761955,80764403,+,,
Tbk1,chr10,121019790,121020700,+,,
Gm885,chr11,106623522,106624673,+,,
Mtmr14,chr6,113187388,113187831,+,,
Map3k1,chr13,112599491,112599774,+,,
Gm15327,chr13,112599491,112599774,+,,
Arid3a,chr10,79388736,79390780,+,,
Gm10231,chr17,5813845,5814243,+,,
Prpf40a,chr2,53050117,53051227,+,,
Gpx1,chr9,108241142,108243142,+,,
Arl6ip6,chr2,53050117,53051227,+,,
Hcfc2,chr10,82160123,82162533,+,,
Wdr96,chr19,47992876,47994552,+,,
Itprip,chr19,47992876,47994552,+,,
AC126679.1,chr19,47992876,47994552,+,,
Cd79a,chr7,25682239,25682524,+,,
4930444E06Rik,chr2,144054573,144054992,+,,
Rnf122,chr8,32230845,32232519,+,,
Ubb,chr11,62363305,62365763,+,,
Snord14e,chr9,40607485,40610614,+,,
Snord14d,chr9,40607485,40610614,+,,
Snord14c,chr9,40607485,40610614,+,,
Ptma,chr1,88421834,88424966,+,,
Hspa8,chr9,40607485,40610614,+,,
Gm12279,chr11,62363305,62365763,+,,
Zhx2,chr15,57644493,57644738,+,,
Cytip,chr2,58007605,58009974,+,,
N4bp1,chr8,89435139,89435350,+,,
Ptp4a1,chr1,31006690,31006932,+,,
Lyl1,chr8,87223611,87226244,+,,
Trmt1,chr8,87223611,87226244,+,,
Nfix,chr8,87223611,87226244,+,,
Map3k1,chr13,112595576,112596182,+,,
Eci2,chr13,35223377,35223470,+,,
Rasal1,chr5,121098655,121098922,+,,
Ing3,chr6,21899169,21900887,+,,
Gm15749,chr5,121098655,121098922,+,,
3230401D17Rik,chr2,163245389,163245690,+,,
Elk3,chr10,92816257,92817168,+,,
U2,chr5,97345797,97347502,+,,
Hist1h1c,chr13,23830399,23832572,+,,
Fam43a,chr16,30599321,30600223,+,,
Irf2bp2,chr8,129113340,129116123,+,,
Gm16983,chr8,129113340,129116123,+,,
Gm7308,chr6,127215087,127216609,+,,
Gm14762,chrX,83084545,83084852,+,,
Ubxn11,chr4,133672956,133673094,+,,
Srsf3,chr17,29168839,29171022,+,,
Gm14009,chr2,128028935,128030085,+,,
Gm14005,chr2,128028935,128030085,+,,
Gm12708,chr4,94881930,94882282,+,,
Taf9,chr13,101420647,101421427,+,,
Rad17,chr13,101420647,101421427,+,,
Plp2,chrX,7250200,7251504,+,,
Nutf2,chr8,108384381,108384523,+,,
Dot1l,chr10,80217623,80218020,+,,
Ankrd13c,chr3,157609642,157610416,+,,
Sh3kbp1,chrX,156116487,156116669,+,,
Magix,chrX,7250200,7251504,+,,
Iqsec1,chr6,90690431,90691750,+,,
Disc1,chr8,127591505,127591791,+,,
1700086P04Rik,chr4,128711948,128712698,+,,
Rasa1,chr13,85428445,85429073,+,,
Pik3cg,chr12,32897376,32898102,+,,
Trim12a,chr7,111463107,111464001,+,,
Mknk2,chr10,80138999,80139527,+,,
Klf9,chr19,23215361,23215776,+,,
H3f3a,chr1,182740989,182743592,+,,
Gm16067,chr1,182740989,182743592,+,,
Gm15133,chr7,111463107,111464001,+,,
BC065397,chrX,133276226,133276604,+,,
Atf7,chr15,102455230,102456981,+,,
Trim34b,chr7,111463107,111464001,+,,
Trim34a,chr7,111463107,111464001,+,,
Morf4l2,chrX,133276226,133276604,+,,
Gm4485,chr6,122759766,122762118,+,,
Rplp1,chr9,61527297,61529083,+,,
Snx30,chr4,59816853,59818439,+,,
Shmt1,chr11,60624006,60624998,+,,
Itpr3,chr17,27193559,27195128,+,,
Gm17716,chr14,26197698,26198882,+,,
Azin1,chr15,38447996,38448229,+,,
1110054O05Rik,chr4,59816853,59818439,+,,
Ephx1,chr1,182946765,182947003,+,,
2310001H17Rik,chr6,129158324,129160936,+,,
Lekr1,chr3,65461739,65463718,+,,
Rasa3,chr8,13594711,13595840,+,,
Zfp943,chr17,22099670,22100005,+,,
Zfp942,chr17,22099670,22100005,+,,
Tmem168,chr6,13558599,13559727,+,,
Thoc1,chr18,9957885,9958554,+,,
Rcbtb1,chr14,59819582,59821057,+,,
Hist1h3h,chr13,21808820,21809677,+,,
Hist1h2bl,chr13,21808820,21809677,+,,
Hist1h2ai,chr13,21808820,21809677,+,,
E330016A19Rik,chr9,78290747,78290850,+,,
Camk1d,chr2,5634818,5635490,+,,
Plek,chr11,16877634,16879084,+,,
Gramd4,chr15,85897300,85900060,+,,
Cldn10,chr14,119233310,119234068,+,,
Lclat1,chr17,73622734,73623694,+,,
Ppp1r2,chr16,31233809,31234677,+,,
Slc25a28,chr19,43721515,43722064,+,,
Smchd1,chr17,71835269,71835455,+,,
Cenpm,chr15,82062629,82063454,+,,
4930415F15Rik,chr11,11421827,11422210,+,,
Ufd1l,chr16,18811835,18812601,+,,
U6,chr15,63853236,63854961,+,,
Rbm19,chr5,120565968,120566593,+,,
Ptpra,chr2,130275172,130276486,+,,
Mir155,chr16,84713034,84713568,+,,
Lalba,chr15,98314175,98314977,+,,
Cdc45,chr16,18811835,18812601,+,,
Nfatc1,chr18,80888357,80889666,+,,
Fam49b,chr15,63853236,63854961,+,,
Dtx1,chr5,121154559,121154838,+,,
Arhgef3,chr14,28178187,28178347,+,,
Fam123a,chr14,61062692,61063545,+,,
SNORA29,chr2,49272387,49273108,+,,
Sugt1,chr14,79986545,79987851,+,,
Stk11ip,chr1,75517957,75518525,+,,
Snrpe,chr1,135506736,135506904,+,,
SNORA38,chr17,35301601,35302689,+,,
Prrc2a,chr17,35301601,35302689,+,,
Phf13,chr4,151370162,151371154,+,,
Lypla1,chr1,4797001,4798331,+,,
Lrch1,chr14,75347444,75347983,+,,
Gm17713,chr1,135506736,135506904,+,,
Gm17705,chr17,35301601,35302689,+,,
Gm16998,chr10,53793318,53794572,+,,
Gm10973,chr3,90057947,90058405,+,,
Cstf2t,chr19,31156651,31157793,+,,
Crtc2,chr3,90057947,90058405,+,,
BB557941,chr2,57033931,57034937,+,,
4930555B11Rik,chr2,57033931,57034937,+,,
Uvrag,chr7,106250192,106251029,+,,
Prkg1,chr19,31156651,31157793,+,,
Man1a,chr10,53793318,53794572,+,,
Glipr1,chr10,111437692,111437850,+,,
A430110L20Rik,chr1,183162313,183162627,+,,
Sh2b3,chr5,122292341,122293291,+,,
Adam19,chr11,45938737,45942496,+,,
Wsb1,chr11,79067894,79068052,+,,
Traf5,chr1,193913066,193917197,+,,
Tnfrsf1b,chr4,144839384,144840145,+,,
Srsf5,chr12,82046135,82047861,+,,
Setx,chr2,28980526,28980879,+,,
Ppp2r5a,chr1,193219401,193222002,+,,
Hhex,chr19,37508327,37512194,+,,
Gm16621,chr1,193913066,193917197,+,,
Gm14321,chr2,167600816,167601303,+,,
Dusp1,chr17,26644636,26645774,+,,
Dohh,chr10,80846992,80847306,+,,
St6gal1,chr16,23279842,23280750,+,,
Antxr1,chr6,87102624,87104039,+,,
Kifc5c-ps,chr10,116968421,116969347,+,,
Neurog2,chr3,127328261,127330624,+,,
Slc26a11,chr11,119216059,119217094,+,,
Sgsh,chr11,119216059,119217094,+,,
Hmha1,chr10,79478999,79482840,+,,
C430049B03Rik,chrX,50411455,50412757,+,,
Atf3,chr1,193006385,193010372,+,,
Tbc1d16,chr11,119027004,119027607,+,,
Phgdh,chr3,98139653,98140270,+,,
Cd274,chr19,29445605,29445647,+,,
Eif4g2,chr7,118265382,118266980,+,,
Cxcr4,chr1,130509995,130512336,+,,
Bex6,chr16,32202439,32203490,+,,
Etv3,chr3,87332669,87333917,+,,
Lmtk2,chr5,144886465,144887276,+,,
Foxn2,chr17,88839545,88840597,+,,
A730011L01Rik,chr11,119352384,119353216,+,,
Trim33,chr3,103082048,103083774,+,,
SNORA2,chr13,51740017,51741873,+,,
Polq,chr16,37011674,37012151,+,,
Pcna,chr2,132078295,132079093,+,,
Myadm,chr7,3289458,3290954,+,,
Mapkapk3,chr9,107191655,107192758,+,,
Gm16712,chr17,56098339,56099378,+,,
Clic4,chr4,134827220,134828814,+,,
Cks2,chr13,51740017,51741873,+,,
Cebpg,chr7,35841503,35841979,+,,
Ccdc94,chr17,56098339,56099378,+,,
AV099323,chr2,132078295,132079093,+,,
Alpk2,chr18,65481907,65482039,+,,
Dusp4,chr8,35734014,35734607,+,,
Tnfrsf14,chr4,154316622,154317265,+,,
Trak2,chr1,59029933,59030342,+,,
Stradb,chr1,59029933,59030342,+,,
Plk4,chr3,40602625,40604406,+,,
Foxl2os,chr9,98857401,98859306,+,,
Thada,chr17,84819245,84819491,+,,
Swap70,chr7,117426092,117428709,+,,
Slc7a1,chr5,149191308,149191731,+,,
Pop5,chr5,115687587,115688024,+,,
Foxl2,chr9,98857401,98859306,+,,
Commd10,chr18,47324991,47325384,+,,
Arid3b,chr9,57682206,57682472,+,,
2510003E04Rik,chr10,62016398,62016901,+,,
Zfp541,chr7,16637664,16638840,+,,
Ptpn18,chr1,34535463,34536462,+,,
Gm13282,chr4,88351663,88352129,+,,
Sltm,chr9,70390581,70391517,+,,
Sh3kbp1,chrX,156066058,156066591,+,,
RP23-103L13.8,chr6,52161341,52164928,+,,
Il17ra,chr6,120412951,120414936,+,,
Hoxa6,chr6,52161341,52164928,+,,
Hoxa3,chr6,52161341,52164928,+,,
Gm15411,chr5,149825792,149826852,+,,
Glipr2,chr4,43970105,43970886,+,,
Pak4,chr7,29378492,29378890,+,,
Myh9,chr15,77668852,77669593,+,,
Itsn1,chr16,91869339,91870183,+,,
Hoxa7,chr6,52161341,52164928,+,,
Ets1,chr9,32527774,32527925,+,,
Atp5o,chr16,91869339,91870183,+,,
Arap1,chr7,108514951,108515349,+,,
2700086A05Rik,chr6,52161341,52164928,+,,
SNORA17,chr9,77869998,77870496,+,,
Ddx6,chr9,44453835,44454253,+,,
Gm12260,chr11,58773695,58774159,+,,
Trim17,chr11,58773695,58774159,+,,
Cnr2,chr4,135453251,135455560,+,,
Gm12694,chr4,94665743,94667132,+,,
Gata6,chr18,11048769,11051694,+,,
1010001N08Rik,chr18,11048769,11051694,+,,
Sart3,chr5,114223566,114224418,+,,
Iscu,chr5,114223566,114224418,+,,
Gm5069,chr1,182261932,182262823,+,,
Gm12606,chr4,88919168,88920238,+,,
Sema4d,chr13,51843522,51843861,+,,
Pebp4,chr14,70378704,70379191,+,,
Itpkb,chr1,182261932,182262823,+,,
Gas2l1,chr11,4962574,4962685,+,,
Eif3k,chr7,29757766,29758080,+,,
Chst11,chr10,82557065,82557417,+,,
C130039O16Rik,chr12,85535367,85536492,+,,
Ddit4,chr10,59401804,59402217,+,,
Gpx5,chr13,21366734,21368243,+,,
